date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsSource,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200910,LA,156354,1854165,,762,,,,125,,140440,A,9/10/2020 13:00,2020-09-10T13:00:00Z,09/10 09:00,5161,,2020-09-10T13:00:00Z,,,,155419,4991,170,,2009584,,,,,,,,,,,22,464,10093,2010519,posNeg,2010519,10557,2010519,21,0,7c5b16b46220a97ba0a6c80af33b69295a352955,0,0,0,0,0,
20200909,LA,155890,1844072,,782,,,,123,,140440,A,9/9/2020 13:00,2020-09-09T13:00:00Z,09/09 09:00,5140,,2020-09-09T13:00:00Z,,,,154955,4970,170,,1999027,,,,,,,,,,,22,1561,30047,1999962,posNeg,1999962,31608,1999962,22,0,16b3dcdf14493f1c6161b3069d3675739f8092e2,0,0,0,0,0,
20200908,LA,154329,1814025,,799,,,,131,,134432,A,9/8/2020 13:00,2020-09-08T13:00:00Z,09/08 09:00,5118,,2020-09-08T13:00:00Z,,,,153433,4955,163,,1967458,,,,,,,,,,,22,256,3869,1968354,posNeg,1968354,4125,1968354,13,0,1129ad57cbc5db8cab5bf4126013fccbf932a77a,0,0,0,0,0,
20200907,LA,154073,1810156,,787,,,,124,,134432,A,9/7/2020 13:00,2020-09-07T13:00:00Z,09/07 09:00,5105,,2020-09-07T13:00:00Z,,,,153177,4942,163,,1963333,,,,,,,,,,,22,309,4676,1964229,posNeg,1964229,4985,1964229,12,0,6d4b61cae72fbe225a3dac01eacf26182a9ab296,0,0,0,0,0,
20200906,LA,153764,1805480,,790,,,,119,,134432,A,9/6/2020 13:00,2020-09-06T13:00:00Z,09/06 09:00,5093,,2020-09-06T13:00:00Z,,,,152868,4930,163,,1958348,,,,,,,,,,,22,1395,25205,1959244,posNeg,1959244,26600,1959244,58,0,5d5b95f9ce15c312334daa431ed673c9d76a0eb8,0,0,0,0,0,
20200905,LA,152369,1780275,,808,,,,96,,134432,A,9/4/2020 13:00,2020-09-04T13:00:00Z,09/04 09:00,5035,,2020-09-04T13:00:00Z,,,,151473,4872,163,,1931748,,,,,,,,,,,22,0,0,1932644,posNeg,1932644,0,1932644,0,0,86e15cf7139495893aae50ed3c2eab9fc8587bad,0,0,0,0,0,
20200904,LA,152369,1780275,,808,,,,96,,134432,A,9/4/2020 13:00,2020-09-04T13:00:00Z,09/04 09:00,5035,,2020-09-04T13:00:00Z,,,,151473,4872,163,,1931748,,,,,,,,,,,22,822,14723,1932644,posNeg,1932644,15545,1932644,14,0,0d8c68146c7186f73e41e75b6525360be72ecc91,0,0,0,0,0,
20200903,LA,151547,1765552,,851,,,,128,,134432,A,9/3/2020 13:00,2020-09-03T13:00:00Z,09/03 09:00,5021,,2020-09-03T13:00:00Z,,,,150651,4858,163,,1916203,,,,,,,,,,,22,813,11507,1917099,posNeg,1917099,12320,1917099,17,0,6f6eba7d1606740d9ab23046ae7de6ca7b390434,0,0,0,0,0,
20200902,LA,150734,1754045,,873,,,,132,,134432,A,9/2/2020 13:00,2020-09-02T13:00:00Z,09/02 09:00,5004,,2020-09-02T13:00:00Z,,,,149838,4841,163,,1903883,,,,,,,,,,,22,1151,13102,1904779,posNeg,1904779,14253,1904779,20,0,58a32060e44e5f901f31b67a3781bc37801f8157,0,0,0,0,0,
20200901,LA,149583,1740943,,910,,,,128,,127918,A,9/1/2020 13:00,2020-09-01T13:00:00Z,09/01 09:00,4984,,2020-09-01T13:00:00Z,,,,148882,4821,163,,1889825,,,,,,,,,,,22,689,16347,1890526,posNeg,1890526,17036,1890526,34,0,26bc2f76c96509b5349f49498891ac763478e0f8,0,0,0,0,0,
20200831,LA,148894,1724596,,881,,,,132,,127918,A,8/31/2020 13:00,2020-08-31T13:00:00Z,08/31 09:00,4950,,2020-08-31T13:00:00Z,,,,148193,4787,163,,1872789,,,,,,,,,,,22,326,3713,1873490,posNeg,1873490,4039,1873490,19,0,4f9262c24624010fcb6d398c3c2697d405c861ab,0,0,0,0,0,
20200830,LA,148568,1720883,,902,,,,143,,127918,A,8/30/2020 13:00,2020-08-30T13:00:00Z,08/30 09:00,4931,,2020-08-30T13:00:00Z,,,,147867,4768,163,,1868750,,,,,,,,,,,22,1624,38648,1869451,posNeg,1869451,40272,1869451,27,0,77224af6eab7f9999cd357ef283b30bfb793ddaf,0,0,0,0,0,
20200829,LA,146944,1682235,,900,,,,141,,127918,A,8/28/2020 13:00,2020-08-28T13:00:00Z,08/28 09:00,4904,,2020-08-28T13:00:00Z,,,,146243,4741,163,,1828478,,,,,,,,,,,22,0,0,1829179,posNeg,1829179,0,1829179,0,0,d96e71efa08dd9d74213e01fb5174a918cbc71d7,0,0,0,0,0,
20200828,LA,146944,1682235,,900,,,,141,,127918,A,8/28/2020 13:00,2020-08-28T13:00:00Z,08/28 09:00,4904,,2020-08-28T13:00:00Z,,,,146243,4741,163,,1828478,,,,,,,,,,,22,606,9669,1829179,posNeg,1829179,10275,1829179,30,0,cdcd9031e3ceae2fa5888b0b5c20ccb5f64b6ee0,0,0,0,0,0,
20200827,LA,146338,1672566,,876,,,,145,,127918,A,8/27/2020 13:00,2020-08-27T13:00:00Z,08/27 09:00,4874,,2020-08-27T13:00:00Z,,,,145637,4711,163,,1818203,,,,,,,,,,,22,677,9359,1818904,posNeg,1818904,10036,1818904,23,0,5c9de5415ce6612831784f02dd1eb374484a377c,0,0,0,0,0,
20200826,LA,145661,1663207,,914,,,,148,,127918,A,8/26/2020 13:00,2020-08-26T13:00:00Z,08/26 09:00,4851,,2020-08-26T13:00:00Z,,,,144960,4688,163,,1808167,,,,,,,,,,,22,1545,13261,1808868,posNeg,1808868,14806,1808868,54,0,aab70d741fc38e063c7a359f3f45a78bf666d4bc,0,0,0,0,0,
20200825,LA,144116,1649946,,930,,,,141,,118120,A,8/25/2020 13:00,2020-08-25T13:00:00Z,08/25 09:00,4797,,2020-08-25T13:00:00Z,,,,144116,4656,141,,1794062,,,,,,,,,,,22,550,21031,1794062,posNeg,1794062,21581,1794062,33,0,1d05fd1b7a78b994cdc7296cefaec0760bce02ab,0,0,0,0,0,
20200824,LA,143566,1628915,,939,,,,152,,118120,A,8/24/2020 13:00,2020-08-24T13:00:00Z,08/24 09:00,4764,,2020-08-24T13:00:00Z,,,,143566,4623,141,,1772481,,,,,,,,,,,22,623,8020,1772481,posNeg,1772481,8643,1772481,18,0,045aac87097324aa578315746a55d307023c600c,0,0,0,0,0,
20200823,LA,142943,1620895,,941,,,,152,,118120,A,8/23/2020 13:00,2020-08-23T13:00:00Z,08/23 09:00,4746,,2020-08-23T13:00:00Z,,,,142943,4605,141,,1763838,,,,,,,,,,,22,1223,23808,1763838,posNeg,1763838,25031,1763838,59,0,ae0aee51c2a1417f284f5f44d49c1303f88a0443,0,0,0,0,0,
20200822,LA,141720,1597087,,1051,,,,172,,118120,A,8/21/2020 13:00,2020-08-21T13:00:00Z,08/21 09:00,4687,,2020-08-21T13:00:00Z,,,,141720,4546,141,,1738807,,,,,,,,,,,22,0,0,1738807,posNeg,1738807,0,1738807,0,0,42af208aaab721a0cbdbadcfdad94071053be1ed,0,0,0,0,0,
20200821,LA,141720,1597087,,1051,,,,172,,118120,A,8/21/2020 13:00,2020-08-21T13:00:00Z,08/21 09:00,4687,,2020-08-21T13:00:00Z,,,,141720,4546,141,,1738807,,,,,,,,,,,22,899,18874,1738807,posNeg,1738807,19773,1738807,50,0,629c6fe7d56cea156e8b1776e238909d59d2932c,0,0,0,0,0,
20200820,LA,140821,1578213,,1087,,,,178,,118120,A,8/20/2020 13:00,2020-08-20T13:00:00Z,08/20 09:00,4637,,2020-08-20T13:00:00Z,,,,140821,4496,141,,1719034,,,,,,,,,,,22,918,13142,1719034,posNeg,1719034,14060,1719034,28,0,5cde069376c2e1e16c791e404eb7952911756b11,0,0,0,0,0,
20200819,LA,139903,1565071,,1160,,,,175,,118120,A,8/19/2020 13:00,2020-08-19T13:00:00Z,08/19 09:00,4609,,2020-08-19T13:00:00Z,,,,139903,4468,141,,1704974,,,,,,,,,,,22,778,14205,1704974,posNeg,1704974,14983,1704974,55,0,aab0080c389f3d186e1ea3b7e162b5a314c8ddbb,0,0,0,0,0,
20200818,LA,139125,1550866,,1204,,,,187,,103512,A,8/18/2020 13:00,2020-08-18T13:00:00Z,08/18 09:00,4554,,2020-08-18T13:00:00Z,,,,139125,4431,123,,1689991,,,,,,,,,,,22,640,15062,1689991,posNeg,1689991,15702,1689991,28,0,3a86b183b99dc769e46d4871fb2b34c635225fa2,0,0,0,0,0,
20200817,LA,138485,1535804,,1226,,,,184,,103512,A,8/17/2020 13:00,2020-08-17T13:00:00Z,08/17 09:00,4526,,2020-08-17T13:00:00Z,,,,138485,4403,123,,1674289,,,,,,,,,,,22,567,15635,1674289,posNeg,1674289,16202,1674289,19,0,b083652781cfad497bba558d1bfa71c85d45ba00,0,0,0,0,0,
20200816,LA,137918,1520169,,1196,,,,189,,103512,A,8/16/2020 13:00,2020-08-16T13:00:00Z,08/16 09:00,4507,,2020-08-16T13:00:00Z,,,,137918,4384,123,,1658087,,,,,,,,,,,22,1181,19894,1658087,posNeg,1658087,21075,1658087,77,0,07adbbaad816540b6ac5b3031d10adfacb443a17,0,0,0,0,0,
20200815,LA,136737,1500275,,1243,,,,197,,103512,A,8/14/2020 13:00,2020-08-14T13:00:00Z,08/14 09:00,4430,,2020-08-14T13:00:00Z,,,,136737,4307,123,,1637012,,,,,,,,,,,22,0,0,1637012,posNeg,1637012,0,1637012,0,0,0a73bb5d1ae86d212e8ed3f40f177c6ae7a68c98,0,0,0,0,0,
20200814,LA,136737,1500275,,1243,,,,197,,103512,A,8/14/2020 13:00,2020-08-14T13:00:00Z,08/14 09:00,4430,,2020-08-14T13:00:00Z,,,,136737,4307,123,,1637012,,,,,,,,,,,22,1298,19734,1637012,posNeg,1637012,21032,1637012,28,0,ea8b0d66c52400ef1385f81663380db5d096eec2,0,0,0,0,0,
20200813,LA,135439,1480541,,1281,,,,196,,103512,A,8/13/2020 13:00,2020-08-13T13:00:00Z,08/13 09:00,4402,,2020-08-13T13:00:00Z,,,,135439,4279,123,,1615980,,,,,,,,,,,22,1135,16236,1615980,posNeg,1615980,17371,1615980,41,0,9cf6a6d6be8c8701b96ce991cc909ca530b01fd8,0,0,0,0,0,
20200812,LA,134304,1464305,,1320,,,,211,,103512,A,8/12/2020 13:00,2020-08-12T13:00:00Z,08/12 09:00,4361,,2020-08-12T13:00:00Z,,,,134304,4238,123,,1598609,,,,,,,,,,,22,1179,28866,1598609,posNeg,1598609,30045,1598609,48,0,81cd7702cf924afc51f5faddc9dbc6b3a454b9d1,0,0,0,0,0,
20200811,LA,133125,1435439,,1335,,,,214,,89083,A,8/11/2020 13:00,2020-08-11T13:00:00Z,08/11 09:00,4313,,2020-08-11T13:00:00Z,,,,133125,4195,118,,1568564,,,,,,,,,,,22,1164,19467,1568564,posNeg,1568564,20631,1568564,26,0,5339f4256505ebc087012c966c390e2a9a82d476,0,0,0,0,0,
20200810,LA,131961,1415972,,1382,,,,215,,89083,A,8/10/2020 13:00,2020-08-10T13:00:00Z,08/10 09:00,4287,,2020-08-10T13:00:00Z,,,,131961,4169,118,,1547933,,,,,,,,,,,22,562,6800,1547933,posNeg,1547933,7362,1547933,24,0,b0cd12e523f6693fd6313dc36f8ce9d955a8283f,0,0,0,0,0,
20200809,LA,131399,1409172,,1383,,,,210,,89083,A,8/9/2020 00:00,2020-08-09T00:00:00Z,08/08 20:00,4263,,2020-08-09T00:00:00Z,,,,131399,4145,118,,1540571,,,,,,,,,,,22,2653,32916,1540571,posNeg,1540571,35569,1540571,56,0,c84158a9a6b2ac1d66072450f882824749c61b16,0,0,0,0,0,
20200808,LA,128746,1376256,,1406,,,,207,,89083,A,8/7/2020 00:00,2020-08-07T00:00:00Z,08/06 20:00,4207,,2020-08-07T00:00:00Z,,,,128746,4089,118,,1505002,,,,,,,,,,,22,0,0,1505002,posNeg,1505002,0,1505002,0,0,1b1d17a8cede39dea5c049d47042322fe85eebe5,0,0,0,0,0,
20200807,LA,128746,1376256,,1406,,,,207,,89083,A,8/7/2020 00:00,2020-08-07T00:00:00Z,08/06 20:00,4207,,2020-08-07T00:00:00Z,,,,128746,4089,118,,1505002,,,,,,,,,,,22,1500,18530,1505002,posNeg,1505002,20030,1505002,61,0,6a1f3418b507c4b3bac937ba5705936b62005bd7,0,0,0,0,0,
20200806,LA,127246,1357726,,1457,,,,215,,89083,A,8/6/2020 00:00,2020-08-06T00:00:00Z,08/05 20:00,4146,,2020-08-06T00:00:00Z,,,,127246,4028,118,,1484972,,,,,,,,,,,22,1303,13802,1484972,posNeg,1484972,15105,1484972,50,0,7dd643f683ebf41070dbef6401d9d54f2d9afcc6,0,0,0,0,0,
20200805,LA,125943,1343924,,1471,,,,223,,89083,A,8/5/2020 13:00,2020-08-05T13:00:00Z,08/05 09:00,4096,,2020-08-05T13:00:00Z,,,,125943,3978,118,,1469867,,,,,,,,,,,22,1482,18528,1469867,posNeg,1469867,20010,1469867,45,0,b54701185a3eb5153161ed05970dd9e712a20142,0,0,0,0,0,
20200804,LA,124461,1325396,,1487,,,,240,,74246,A,8/4/2020 13:00,2020-08-04T13:00:00Z,08/04 09:00,4051,,2020-08-04T13:00:00Z,,,,124461,3937,114,,1449857,,,,,,,,,,,22,3615,52332,1449857,posNeg,1449857,55947,1449857,27,0,37b86c21e54faf98952d8f98e0d538a29118d20d,0,0,0,0,0,
20200803,LA,120846,1273064,,1496,,,,230,,74246,A,8/3/2020 13:00,2020-08-03T13:00:00Z,08/03 09:00,4024,,2020-08-03T13:00:00Z,,,,120846,3910,114,,1393910,,,,,,,,,,,22,1099,13371,1393910,posNeg,1393910,14470,1393910,17,0,ce2279140da7de97c2fc0afaa23344191bce4b8f,0,0,0,0,0,
20200802,LA,119747,1259693,,1534,,,,221,,74246,A,8/2/2020 13:00,2020-08-02T13:00:00Z,08/02 09:00,4007,,2020-08-02T13:00:00Z,,,,119747,3893,114,,1379440,,,,,,,,,,,22,3467,33730,1379440,posNeg,1379440,37197,1379440,58,0,2ead1cb00b59a9494f93d355455c5d8ac4536b5f,0,0,0,0,0,
20200801,LA,116280,1225963,,1546,,,,222,,74246,A,7/31/2020 13:00,2020-07-31T13:00:00Z,07/31 09:00,3949,,2020-07-31T13:00:00Z,,,,116280,3835,114,,1342243,,,,,,,,,,,22,0,0,1342243,posNeg,1342243,0,1342243,0,0,6fc3d8825283b838d7e59f5c9e8dffd8b0a548dc,0,0,0,0,0,
20200731,LA,116280,1225963,,1546,,,,222,,74246,A,7/31/2020 13:00,2020-07-31T13:00:00Z,07/31 09:00,3949,,2020-07-31T13:00:00Z,,,,116280,3835,114,,1342243,,,,,,,,,,,22,1799,23054,1342243,posNeg,1342243,24853,1342243,24,0,08dc0ba785207d3ee64150fa6f462c284fdfd04d,0,0,0,0,0,
20200730,LA,114481,1202909,,1524,,,,205,,74246,A,7/30/2020 13:00,2020-07-30T13:00:00Z,07/30 09:00,3925,,2020-07-30T13:00:00Z,,,,114481,3811,114,,1317390,,,,,,,,,,,22,1708,20551,1317390,posNeg,1317390,22259,1317390,42,0,e2a3ea23a0d3f543e77e7ec94a02053d9f472086,0,0,0,0,0,
20200729,LA,112773,1182358,,1544,,,,221,,74246,A,7/29/2020 13:00,2020-07-29T13:00:00Z,07/29 09:00,3883,,2020-07-29T13:00:00Z,,,,112773,3769,114,,1295131,,,,,,,,,,,22,1735,17092,1295131,posNeg,1295131,18827,1295131,71,0,808699e0ce75a143170ba1516472e9ecfdbd1ff8,0,0,0,0,0,
20200728,LA,111038,1165266,,1583,,,,214,,61456,A,7/28/2020 13:00,2020-07-28T13:00:00Z,07/28 09:00,3812,,2020-07-28T13:00:00Z,,,,111038,3700,112,,1276304,,,,,,,,,,,22,1121,15161,1276304,posNeg,1276304,16282,1276304,26,0,a22808ec6e2b39594b58d90aa1d039b0e242b39a,0,0,0,0,0,
20200727,LA,109917,1150105,,1600,,,,208,,61456,A,7/27/2020 13:00,2020-07-27T13:00:00Z,07/27 09:00,3786,,2020-07-27T13:00:00Z,,,,109917,3674,112,,1260022,,,,,,,,,,,22,2343,24415,1260022,posNeg,1260022,26758,1260022,23,0,16dbbf6a51dbc21d1e86ef729d38ff49b822eb56,0,0,0,0,0,
20200726,LA,107574,1125690,,1557,,,,184,,61456,A,7/26/2020 13:00,2020-07-26T13:00:00Z,07/26 09:00,3763,,2020-07-26T13:00:00Z,,,,107574,3651,112,,1233264,,,,,,,,,,,22,3840,29698,1233264,posNeg,1233264,33538,1233264,48,0,fc85c608b77dbe2d8d81003c13a53467a1d5d9f0,0,0,0,0,0,
20200725,LA,103734,1095992,,1600,,,,197,,61456,A,7/24/2020 13:00,2020-07-24T13:00:00Z,07/24 09:00,3715,,2020-07-24T13:00:00Z,,,,103734,3603,112,,1199726,,,,,,,,,,,22,0,0,1199726,posNeg,1199726,0,1199726,0,0,2f002f9eff3a422f6323e0ce0c033be50ac0c790,0,0,0,0,0,
