date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200519,RI,12951,104295,,247,1464,59,,44,,1023,A+,5/19/2020 12:00,2020-05-19T12:00:00Z,05/19 08:00,532,1464,2020-05-26T00:00:00Z,44,156,1706,117246,117246,1862,117246,26,26,091c9243cd1c15050663658ab5663ebc4df7e823,0,0,0,0,0,
20200519,PR,2805,,,,,20,,8,,,C,5/19/2020 05:52,2020-05-19T05:52:00Z,05/19 01:52,124,,2020-05-26T00:00:00Z,72,95,0,2805,2805,95,2805,0,0,2ace14ba481e951d4726036167455c19c0500cbf,0,0,0,0,0,
20200519,PA,63666,286034,,1861,,,,380,,,B,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,4624,,2020-05-26T00:00:00Z,42,610,8481,349700,349700,9091,349700,119,0,d9b994d3e9bb99f85eb89e2bd506f928ea51019a,0,0,0,0,0,
20200519,OR,3726,95994,,137,714,43,,13,,1406,A+,5/19/2020 11:00,2020-05-19T11:00:00Z,05/19 07:00,140,714,2020-05-26T00:00:00Z,41,39,2366,99720,99720,2405,99720,2,6,88d6c1a79a56a34e4de58fd4c9fba4adf949f139,0,0,0,0,0,
20200519,OK,5489,133658,,167,897,77,,,,4135,A+,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,294,897,2020-05-26T00:00:00Z,40,91,15496,139147,139147,15587,139147,6,12,d63379d43bfdef89d0c7edc1fd35ddc83f5b07d0,0,0,0,0,0,
20200519,OH,28952,248650,,913,5117,365,1357,234,,,B,5/19/2020 14:00,2020-05-19T14:00:00Z,05/19 10:00,1720,5117,2020-05-26T00:00:00Z,39,498,5255,277602,277602,5753,277602,63,119,8342e451918380bb7ad915dbd8de938130579393,0,0,0,0,0,
20200519,NY,352845,1114894,,5818,76168,1836,,1481,,61886,A,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,22843,76168,2020-05-26T00:00:00Z,36,1474,26708,1467739,1467739,28182,1467739,114,298,cb05f6d553af7b95a8b2bada1c7a2c03aeb8c179,0,0,0,0,0,
20200519,NV,7046,80509,,405,,106,,54,,334,B,5/19/2020 10:00,2020-05-19T10:00:00Z,05/19 06:00,365,,2020-05-26T00:00:00Z,32,140,5583,87555,87555,5723,87555,15,0,8d5faf91af558cae362de8516fee76486db53782,0,0,0,0,0,
20200519,NM,6096,131524,,213,886,,,,,1796,C,5/18/2020 18:05,2020-05-18T18:05:00Z,05/18 14:05,270,886,2020-05-26T00:00:00Z,35,158,4209,137620,137620,4367,137620,5,0,783c21a072cc3251955bdf857ca0d0ba024811a3,0,0,0,0,0,
20200519,NJ,149013,371169,,3481,,977,,789,,23657,A+,5/19/2020 13:00,2020-05-19T13:00:00Z,05/19 09:00,10586,,2020-05-26T00:00:00Z,34,974,13639,520182,520182,14613,520182,151,0,b958a563c5d13c5a6f1f0da10687cfbcb0e7b666,0,0,0,0,0,
20200519,NH,3652,45822,874,109,368,,109,,,1269,B,5/18/2020 09:00,2020-05-18T09:00:00Z,05/18 05:00,172,368,2020-05-26T00:00:00Z,33,56,4540,50348,49474,4596,49474,0,9,3e198bc0a5e1cf8241f879f0626ef635d26a8a68,0,0,0,0,0,
20200519,NE,10625,59359,,,,,,,,,C,5/18/2020 20:00,2020-05-18T20:00:00Z,05/18 16:00,125,,2020-05-26T00:00:00Z,31,277,2206,69984,69984,2483,69984,2,0,39c048c06cf4fcd08680f1c848bf2dc4bcfd59e6,0,0,0,0,0,
20200519,ND,1994,55737,,32,135,,,,,1269,C,5/19/2020 13:00,2020-05-19T13:00:00Z,05/19 09:00,45,135,2020-05-26T00:00:00Z,38,63,1107,57731,57731,1170,57731,1,2,ad907d448735775c4176c92fbea59ddccbf4fe5a,0,0,0,0,0,
20200519,NC,19700,245308,,585,,,,,,11637,A,5/19/2020 14:00,2020-05-19T14:00:00Z,05/19 10:00,691,,2020-05-26T00:00:00Z,37,677,8576,265008,265008,9253,265008,30,0,a8448da0377214f698a065fb04257106a78a3df6,0,0,0,0,0,
20200519,MT,471,28479,,5,65,,,,,437,B,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,16,65,2020-05-26T00:00:00Z,30,1,782,28950,28950,783,28950,0,1,60f276e702c726691c9751a2adb59d212a8dc7c3,0,0,0,0,0,
20200519,MS,11704,106056,,611,1840,153,,87,,7681,A,5/18/2020 19:00,2020-05-18T19:00:00Z,05/18 15:00,554,1840,2020-05-26T00:00:00Z,28,272,1721,117760,117760,1993,117760,26,35,dbabb9947a019473195bfbbc77ae7554f1a6883e,0,0,0,0,0,
20200519,MP,21,3796,,,,,,,,13,D,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,2,,2020-05-26T00:00:00Z,69,0,397,3817,3817,397,3817,0,0,bf1a406584385b0d9d61d3e51da5daaa4956aadf,0,0,0,0,0,
20200519,MO,11080,143030,,721,,,,103,,,B,5/19/2020 15:00,2020-05-19T15:00:00Z,05/19 11:00,616,,2020-05-26T00:00:00Z,29,135,2637,154110,154110,2772,154110,11,0,ecaa2a260f44cdfd8e06990bdbd115f3d8026aa1,0,0,0,0,0,
20200519,MN,17029,144806,,545,2221,229,750,,,11540,A+,5/18/2020 17:00,2020-05-18T17:00:00Z,05/18 13:00,757,2221,2020-05-26T00:00:00Z,27,657,4572,161835,161835,5229,161835,17,93,75be4cb85d5cf452f9dc9844c6bdc391640a9246,0,0,0,0,0,
20200519,MI,52350,370554,,1079,,486,,351,,28234,A+,5/19/2020 11:00,2020-05-19T11:00:00Z,05/19 07:00,5017,,2020-05-26T00:00:00Z,26,435,12291,422904,422904,12726,422904,102,0,07fd5ba24434574904044304bf72bba620fa9be3,0,0,0,0,0,
20200519,ME,1741,22092,,44,225,19,,11,,1088,B,5/19/2020 11:30,2020-05-19T11:30:00Z,05/19 07:30,73,225,2020-05-26T00:00:00Z,23,28,0,23833,23833,28,23833,2,2,77b7cadfdac8860368e0e70c4be51ce0d7782126,0,0,0,0,0,
20200519,MD,41546,167112,,1421,7199,537,,,,2868,B,5/19/2020 10:00,2020-05-19T10:00:00Z,05/19 06:00,2081,7199,2020-05-26T00:00:00Z,24,1784,5368,208658,208658,7152,208658,58,113,b9af4d5e8415760640c09042e09534039ca1d810,0,0,0,0,0,
20200519,MA,87925,389015,,2472,8766,672,,,,,A+,5/19/2020 10:00,2020-05-19T10:00:00Z,05/19 06:00,5938,8766,2020-05-26T00:00:00Z,25,1915,14199,476940,476940,16114,476940,141,227,4d8894187c8c59e4d84f07688355850373fd5eb1,0,0,0,0,0,
20200519,LA,35038,243035,,1004,,,,112,,26249,B,5/19/2020 13:00,2020-05-19T13:00:00Z,05/19 09:00,2581,,2020-05-26T00:00:00Z,22,329,7996,278073,278073,8325,278073,18,0,898380b38bce65e0fc414f805f69374ea0efbb53,0,0,0,0,0,
20200519,KY,8069,145917,,447,1980,277,866,,,2826,A+,5/19/2020 17:00,2020-05-19T17:00:00Z,05/19 13:00,366,1980,2020-05-26T00:00:00Z,21,381,23920,153986,153986,24301,153986,32,84,f1e2e2fc7e4c491144f0c4ad052963a6125e3c48,0,0,0,0,0,
20200519,KS,8340,58650,,,740,,250,,115,465,A,5/18/2020 10:00,2020-05-18T10:00:00Z,05/18 06:00,173,740,2020-05-26T00:00:00Z,20,0,0,66990,66990,0,66990,0,0,64ffcf3279e333ab55b40de719da2e9a81691c12,0,0,0,0,0,
20200519,IN,28705,160625,,1268,4389,421,990,206,,,A+,5/18/2020 23:59,2020-05-18T23:59:00Z,05/18 19:59,1824,4389,2020-05-26T00:00:00Z,18,450,4968,189330,189330,5418,189330,59,0,9e0222318bec27fc5ff4cb99424da516c01ece64,0,0,0,0,0,
20200519,IL,98030,523654,,4002,,993,,576,,,A,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,4379,,2020-05-26T00:00:00Z,17,1545,16898,621684,621684,18443,621684,145,0,e55bec444501389605156085277b2502ce65b94d,0,0,0,0,0,
20200519,ID,2455,35614,,,213,,89,,,1649,B,5/18/2020 19:00,2020-05-18T19:00:00Z,05/18 15:00,74,213,2020-05-26T00:00:00Z,16,36,1361,38069,38069,1397,38069,1,0,56dd71d1aa99d9c70f0865630b13ac7d37831872,0,0,0,0,0,
20200519,IA,15349,92299,,383,,126,,83,,8130,A+,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,372,,2020-05-26T00:00:00Z,19,394,4106,107648,107648,4500,107648,17,0,444dea277582af0e339fe3139a1cb25076ccf108,0,0,0,0,0,
20200519,HI,640,44383,,,82,,,,,574,B,5/17/2020 00:00,2020-05-17T00:00:00Z,05/16 20:00,17,82,2020-05-26T00:00:00Z,15,0,2978,45023,45023,2978,45023,0,0,2bb8aa565465b8756519ba02af4aea31a0f9f063,0,0,0,0,0,
20200519,GU,154,4673,,,,,,,,126,C,5/19/2020 05:45,2020-05-19T05:45:00Z,05/19 01:45,5,,2020-05-26T00:00:00Z,66,0,104,4827,4827,104,4827,0,0,5c17aa517e11e29a40f7c5a3d1447063fba2631e,0,0,0,0,0,
20200519,GA,38721,339435,,986,7027,,1589,,,,A+,5/19/2020 13:00,2020-05-19T13:00:00Z,05/19 09:00,1664,7027,2020-05-26T00:00:00Z,13,640,13227,378156,378156,13867,378156,22,111,441877262f0672bb13a9e04f804f278b47f4e151,0,0,0,0,0,
20200519,FL,46944,668911,1369,472,8744,232,,,,,A+,5/19/2020 10:31,2020-05-19T10:31:00Z,05/19 06:31,2129,8744,2020-05-26T00:00:00Z,12,502,38941,717224,715855,39443,715855,56,191,6a389868daa37e56e2135a0cf884a6c6cd1e8b8a,0,0,0,0,0,
20200519,DE,8037,36095,,236,,,,,,3760,B,5/18/2020 18:00,2020-05-18T18:00:00Z,05/18 14:00,304,,2020-05-26T00:00:00Z,10,168,1506,44132,44132,1674,44132,7,0,b20ec1ce61737aa59037cc576cf79364588444d2,0,0,0,0,0,
20200519,DC,7434,31940,,375,,,,77,,1040,A,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,400,,2020-05-26T00:00:00Z,11,164,1385,39374,39374,1549,39374,8,0,efcfcf57f5301c52d5750351dd258c9fd0e08d5d,0,0,0,0,0,
20200519,CT,38430,147090,,914,10946,,,,,6264,B,5/18/2020 19:00,2020-05-18T19:00:00Z,05/18 15:00,3472,10946,2020-05-26T00:00:00Z,09,314,7527,185520,185520,7841,185520,23,0,4d76bdea18d19976ead0009ca65089e4b818ea0c,0,0,0,0,0,
20200519,CO,22202,109131,,626,3899,,,,,3431,A,5/17/2020 00:00,2020-05-17T00:00:00Z,05/16 20:00,1224,3899,2020-05-26T00:00:00Z,08,264,2574,131333,131333,2838,131333,9,27,e47a6df3e67f361cca7cdcdec82f8800fa954009,0,0,0,0,0,
20200519,CA,81795,1257521,,4363,,1307,,,,,B,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,3334,,2020-05-26T00:00:00Z,06,1365,45279,1339316,1339316,46644,1339316,32,0,610f97029b4f00f0b4d1c8364094a3915296b7ea,0,0,0,0,0,
20200519,AZ,14566,147005,,792,1746,318,,201,,3693,A+,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,704,1746,2020-05-26T00:00:00Z,04,396,4702,161571,161571,5098,161571,18,29,174cda7596ba0f46042d4a8c6f13612ce987dbc6,0,0,0,0,0,
20200519,AS,0,124,,,,,,,,,C,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,0,,2020-05-26T00:00:00Z,60,0,19,124,124,19,124,0,0,d9976ca3288ffed2371bfc0d5d87ca8abe104317,0,0,0,0,0,
20200519,AR,4923,88778,,78,535,,,14,101,3739,A,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,102,535,2020-05-26T00:00:00Z,05,110,8352,93701,93701,8462,93701,2,5,53b46b8a2179b6edbf60e4573c3b807b4f322d3a,0,0,0,0,0,
20200519,AL,12376,145190,,,1453,,517,,306,,B,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,504,1453,2020-05-26T00:00:00Z,01,290,153,157566,157566,443,157566,15,37,f7b02978ff35c770005f97af934d4b317428dcbd,0,0,0,0,0,
20200519,AK,399,35981,,16,,,,,,348,B,5/19/2020 00:00,2020-05-19T00:00:00Z,05/18 20:00,10,,2020-05-26T00:00:00Z,02,0,769,36380,36380,769,36380,0,0,7b993729b551f644fd4279226b4d371ab3601fd4,0,0,0,0,0,
20200518,WY,754,16331,,8,73,,,,,498,B,5/17/2020 00:00,2020-05-17T00:00:00Z,05/16 20:00,8,73,2020-05-26T00:00:00Z,56,0,0,17085,17085,0,17085,0,3,ab29d2cd3b644896e5e7678e2c0c994184d659dc,0,0,0,0,0,
20200518,WV,1491,74544,,48,,11,,7,,919,B,5/18/2020 10:00,2020-05-18T10:00:00Z,05/18 06:00,67,,2020-05-26T00:00:00Z,54,1,544,76035,76035,545,76035,0,0,4e4cbc167e5591805b13eec481222c4ebf29ec6e,0,0,0,0,0,
20200518,WI,12687,144502,194,574,2068,128,496,,,6786,A+,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,459,2068,2020-05-26T00:00:00Z,55,144,4828,157383,157189,4972,157189,6,30,87646c129ddeff5810bae891a65dd4d356a8d2ad,0,0,0,0,0,
20200518,WA,19019,280239,,168,,52,,,,,A,5/17/2020 02:59,2020-05-17T02:59:00Z,05/16 22:59,1001,,2020-05-26T00:00:00Z,53,114,4957,299258,299258,5071,299258,1,0,95770e550ddb6f43ce630e5072fcaf158e286bcc,0,0,0,0,0,
20200518,VT,944,23547,,22,,,,,,815,B,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,54,,2020-05-26T00:00:00Z,50,4,573,24491,24491,577,24491,0,0,97166e3771f21bcfdc4ecd584018fc989fb85062,0,0,0,0,0,
20200518,VI,69,1278,45,,,,,,,61,C,5/17/2020 18:35,2020-05-17T18:35:00Z,05/17 14:35,6,,2020-05-26T00:00:00Z,78,0,0,1392,1347,0,1347,0,0,b27d138f8a12e0b50fd52f28f65e2f68e6b3860b,0,0,0,0,0,
20200518,VA,31140,165086,530,1502,5609,361,,194,,4107,A+,5/17/2020 17:00,2020-05-17T17:00:00Z,05/17 13:00,1014,5609,2020-05-26T00:00:00Z,51,752,5113,196756,196226,5865,196226,5,92,4b5e394f743a11f78d6dc8f947cae5a1f7e402e6,0,0,0,0,0,
20200518,UT,7384,166638,,179,595,,197,,84,4183,B,5/18/2020 10:29,2020-05-18T10:29:00Z,05/18 06:29,80,595,2020-05-26T00:00:00Z,49,146,3124,174022,174022,3270,174022,0,9,18e5428a3706097a02c175f03a2ffd97505b2524,0,0,0,0,0,
20200518,TX,48693,631152,,1551,,,,,,28371,A,5/18/2020 16:25,2020-05-18T16:25:00Z,05/18 12:25,1347,,2020-05-26T00:00:00Z,48,909,28581,679845,679845,29490,679845,11,0,1febbe9c5c1e3d5233ad90339a9cff6be795e903,0,0,0,0,0,
20200518,TN,18011,319417,,,1489,,,,,9886,A,5/18/2020 15:00,2020-05-18T15:00:00Z,05/18 11:00,301,1489,2020-05-26T00:00:00Z,47,623,11525,337428,337428,12148,337428,3,7,a6a91ba232d9e435ba9845b2b28ee1dd3e12876e,0,0,0,0,0,
20200518,SD,4027,25018,,77,316,,,,,2784,B,5/18/2020 11:30,2020-05-18T11:30:00Z,05/18 07:30,44,316,2020-05-26T00:00:00Z,46,40,446,29045,29045,486,29045,0,4,94582d95612cf32a1fece3398c96310d4b4dc4f6,0,0,0,0,0,
20200518,SC,8942,122617,,,1421,,,,,5076,A,5/18/2020 16:15,2020-05-18T16:15:00Z,05/18 12:15,391,1421,2020-05-26T00:00:00Z,45,281,10947,131559,131559,11228,131559,11,0,28882b5b675ac1c1cb8b35a56ef2f5cdae4b6dac,0,0,0,0,0,
20200518,RI,12795,102589,,236,1438,62,,46,,1012,A+,5/18/2020 12:00,2020-05-18T12:00:00Z,05/18 08:00,506,1438,2020-05-26T00:00:00Z,44,121,2713,115384,115384,2834,115384,7,20,fb58b0d2f2973feef0d1ba3de41864616f6f4249,0,0,0,0,0,
20200518,PR,2710,,,,,17,,4,,,C,5/18/2020 06:30,2020-05-18T06:30:00Z,05/18 02:30,124,,2020-05-26T00:00:00Z,72,64,0,2710,2710,64,2710,1,0,2efddfc26e34739ff3842160637043236d3f0272,0,0,0,0,0,
20200518,PA,63056,277553,,1885,,,,397,,,C,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,4505,,2020-05-26T00:00:00Z,42,822,6883,340609,340609,7705,340609,87,0,d0ef71d9a179c4e578d7a7cd59b9298c698550b9,0,0,0,0,0,
20200518,OR,3687,93628,,137,708,43,,13,,1406,A+,5/18/2020 11:00,2020-05-18T11:00:00Z,05/18 07:00,138,708,2020-05-26T00:00:00Z,41,64,2895,97315,97315,2959,97315,1,5,b60851f936cac7e81ce0746928355b624395f89d,0,0,0,0,0,
20200518,OK,5398,118162,,76,885,45,,,,4008,A+,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,288,885,2020-05-26T00:00:00Z,40,88,0,123560,123560,88,123560,0,5,e66f72206f5a8523f1044d3b0b72eafa50c8f12a,0,0,0,0,0,
20200518,OH,28454,243395,,912,4998,367,1328,247,,,B,5/18/2020 14:00,2020-05-18T14:00:00Z,05/18 10:00,1657,4998,2020-05-26T00:00:00Z,39,531,6856,271849,271849,7387,271849,32,77,771c00d49824ee2ce6b625d830c928a19301a109,0,0,0,0,0,
20200518,NY,351371,1088186,,5840,75870,1908,,1538,,61681,A,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,22729,75870,2020-05-26T00:00:00Z,36,1250,24911,1439557,1439557,26161,1439557,110,345,13c91e0ab5f313d5a635846700c256f40a40c458,0,0,0,0,0,
20200518,NV,6906,74926,,423,,105,,65,,355,B,5/18/2020 11:00,2020-05-18T11:00:00Z,05/18 07:00,350,,2020-05-26T00:00:00Z,32,49,1146,81832,81832,1195,81832,1,0,c3872a54621c27195549d631a267e535922576c4,0,0,0,0,0,
20200518,NM,5938,127315,,211,886,,,,,1755,C,5/17/2020 17:29,2020-05-17T17:29:00Z,05/17 13:29,265,886,2020-05-26T00:00:00Z,35,81,4588,133253,133253,4669,133253,6,0,fec511a2eec6593bf0fde88ddffd592a0734f1d5,0,0,0,0,0,
20200518,NJ,148039,357530,,3509,,1053,,819,,23496,A+,5/18/2020 13:00,2020-05-18T13:00:00Z,05/18 09:00,10435,,2020-05-26T00:00:00Z,34,1705,16299,505569,505569,18004,505569,79,0,7352f601ce1ab9c22d57c2e5a144e4833f757152,0,0,0,0,0,
20200518,NH,3596,41282,1481,114,359,,109,,,1268,B,5/18/2020 09:00,2020-05-18T09:00:00Z,05/18 05:00,172,359,2020-05-26T00:00:00Z,33,40,86,46359,44878,126,44878,1,12,5916be87800a2bc9176870234283a9e0e94dea18,0,0,0,0,0,
20200518,NE,10348,57153,,,,,,,,,C,5/17/2020 20:00,2020-05-17T20:00:00Z,05/17 16:00,123,,2020-05-26T00:00:00Z,31,128,1733,67501,67501,1861,67501,0,0,d4990e7a6fde97a49dc60ca2600fe2a04f175bc8,0,0,0,0,0,
20200518,ND,1931,54630,,32,133,,,,,1219,C,5/18/2020 13:00,2020-05-18T13:00:00Z,05/18 09:00,44,133,2020-05-26T00:00:00Z,38,31,1309,56561,56561,1340,56561,1,3,b85a3bf597f6347908eca5d41e7640a4b90a2a77,0,0,0,0,0,
20200518,NC,19023,236732,,511,,,,,,11637,A,5/18/2020 11:00,2020-05-18T11:00:00Z,05/18 07:00,661,,2020-05-26T00:00:00Z,37,511,6300,255755,255755,6811,255755,2,0,896d39e888be46e95667f87654b5c361c906384b,0,0,0,0,0,
20200518,MT,470,27697,,4,64,,,,,434,B,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,16,64,2020-05-26T00:00:00Z,30,2,1280,28167,28167,1282,28167,0,1,9a4f25a48a4a22e18c1f4e1e017ce96212252c90,0,0,0,0,0,
20200518,MS,11432,104335,,559,1805,141,,75,,7681,A,5/17/2020 19:00,2020-05-17T19:00:00Z,05/17 15:00,528,1805,2020-05-26T00:00:00Z,28,136,2505,115767,115767,2641,115767,7,32,110f6d13f6e52e173d8dede07411e421dc084d2d,0,0,0,0,0,
20200518,MP,21,3399,,,,,,,,12,D,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,2,,2020-05-26T00:00:00Z,69,0,81,3420,3420,81,3420,0,0,c38d3c39520089d45db05ee84dc90b52f2d39f47,0,0,0,0,0,
20200518,MO,10945,140393,,570,,,,91,,,B,5/18/2020 15:00,2020-05-18T15:00:00Z,05/18 11:00,605,,2020-05-26T00:00:00Z,29,156,4927,151338,151338,5083,151338,11,0,de22c2f5ec3c0354495e9587a3ccf587ea5aa8c3,0,0,0,0,0,
20200518,MN,16372,140234,,488,2128,229,731,,,10764,A+,5/17/2020 17:00,2020-05-17T17:00:00Z,05/17 13:00,740,2128,2020-05-26T00:00:00Z,27,704,5317,156606,156606,6021,156606,9,38,c138fe8a5ef295f938a3e3c66512e785b4ee912b,0,0,0,0,0,
20200518,MI,51915,358263,,1075,,473,,418,,28234,A+,5/18/2020 11:00,2020-05-18T11:00:00Z,05/18 07:00,4915,,2020-05-26T00:00:00Z,26,773,12447,410178,410178,13220,410178,24,0,50427b7be621228bec28dfb5d47a00f54e21e4df,0,0,0,0,0,
20200518,ME,1713,22092,,42,223,16,,10,,1053,B,5/18/2020 12:15,2020-05-18T12:15:00Z,05/18 08:15,71,223,2020-05-26T00:00:00Z,23,26,0,23805,23805,26,23805,1,7,9a5c2949e85aabdbdb519300b371afe58801608e,0,0,0,0,0,
20200518,MD,39762,161744,,1447,7086,555,,,,2817,B,5/18/2020 10:00,2020-05-18T10:00:00Z,05/18 06:00,2023,7086,2020-05-26T00:00:00Z,24,958,5622,201506,201506,6580,201506,31,93,146eeb223b21ea9bdb3601535edb13342bcfc068,0,0,0,0,0,
20200518,MA,86010,374816,,2597,8539,702,,,,,A+,5/17/2020 10:00,2020-05-17T10:00:00Z,05/17 06:00,5797,8539,2020-05-26T00:00:00Z,25,0,0,460826,460826,0,460826,0,0,bb65014bb789cd03d7fd3289cce17a71a2efd67b,0,0,0,0,0,
20200518,LA,34709,235039,,1031,,,,118,,26249,B,5/18/2020 13:00,2020-05-18T13:00:00Z,05/18 09:00,2563,,2020-05-26T00:00:00Z,22,277,4301,269748,269748,4578,269748,72,0,579f532e7f133772faa679a6d9621dd15afea8a4,0,0,0,0,0,
20200518,KY,7688,121997,,381,1896,218,797,,,2768,A+,5/16/2020 17:19,2020-05-16T17:19:00Z,05/16 13:19,334,1896,2020-05-26T00:00:00Z,21,0,0,129685,129685,0,129685,0,0,58dd99b5fb4989cc93dd2fc805a5d2b3216b9c53,0,0,0,0,0,
20200518,KS,8340,58650,,,740,,250,,115,465,A,5/18/2020 10:00,2020-05-18T10:00:00Z,05/18 06:00,173,740,2020-05-26T00:00:00Z,20,454,4944,66990,66990,5398,66990,1,16,082fcdf6a98c5a7d3c5b04b405e00a3dd74c3603,0,0,0,0,0,
20200518,IN,28255,155657,,1244,4389,426,990,212,,,A+,5/17/2020 23:59,2020-05-17T23:59:00Z,05/17 19:59,1765,4389,2020-05-26T00:00:00Z,18,477,6192,183912,183912,6669,183912,14,0,b8d46823bcc3e5704ce02db6758e9d7fd85374ca,0,0,0,0,0,
20200518,IL,96485,506756,,4120,,1096,,636,,,A,5/18/2020 00:59,2020-05-18T00:59:00Z,05/17 20:59,4234,,2020-05-26T00:00:00Z,17,2294,19003,603241,603241,21297,603241,57,0,2aaf1865428e9fffa61a3ecf91d1f47750f15f70,0,0,0,0,0,
20200518,ID,2419,34253,,,213,,89,,,1612,B,5/16/2020 19:00,2020-05-16T19:00:00Z,05/16 15:00,73,213,2020-05-26T00:00:00Z,16,0,0,36672,36672,0,36672,0,0,d3ec9ba538ec61286eee25012a7b0cfe44c656a7,0,0,0,0,0,
20200518,IA,14955,88193,,382,,121,,85,,7324,A+,5/17/2020 13:00,2020-05-17T13:00:00Z,05/17 09:00,355,,2020-05-26T00:00:00Z,19,304,2603,103148,103148,2907,103148,4,0,5b089610296dc6fefa6a9e1fcb017ec284cddd42,0,0,0,0,0,
20200518,HI,640,41405,,,82,,,,,573,B,5/17/2020 00:00,2020-05-17T00:00:00Z,05/16 20:00,17,82,2020-05-26T00:00:00Z,15,1,370,42045,42045,371,42045,0,0,6d87c4792603a3119e9f633911e880bb7bf27dc8,0,0,0,0,0,
20200518,GU,154,4569,,,,,,,,126,C,5/16/2020 04:30,2020-05-16T04:30:00Z,05/16 00:30,5,,2020-05-26T00:00:00Z,66,0,119,4723,4723,119,4723,0,0,528895ee3418874b44ab9143d268a672513e8322,0,0,0,0,0,
20200518,GA,38081,326208,,1025,6916,,1565,,,,A+,5/18/2020 13:00,2020-05-18T13:00:00Z,05/18 09:00,1642,6916,2020-05-26T00:00:00Z,13,380,12734,364289,364289,13114,364289,36,126,4bca414ed7d823d1bb07b1285a9dc1ea6397e430,0,0,0,0,0,
20200518,FL,46442,629970,1346,472,8553,232,,,,,A+,5/18/2020 09:28,2020-05-18T09:28:00Z,05/18 05:28,2073,8553,2020-05-26T00:00:00Z,12,854,23766,677758,676412,24620,676412,24,75,a072d37311b5d51929aa5bd31eb32a719829a9d5,0,0,0,0,0,
20200518,DE,7869,34589,,240,,,,,,3545,B,5/17/2020 18:00,2020-05-17T18:00:00Z,05/17 14:00,297,,2020-05-26T00:00:00Z,10,199,1394,42458,42458,1593,42458,7,0,73dd75674d2c62974978e75a44344183fa4ac770,0,0,0,0,0,
20200518,DC,7270,30555,,374,,,,70,,1028,A,5/17/2020 00:00,2020-05-17T00:00:00Z,05/16 20:00,392,,2020-05-26T00:00:00Z,11,147,1152,37825,37825,1299,37825,9,0,1167efae3f94a5ea9a00915c18b3db2e7a58a655,0,0,0,0,0,
20200518,CT,38116,139563,,920,10946,,,,,6264,B,5/17/2020 20:30,2020-05-17T20:30:00Z,05/17 16:30,3449,10946,2020-05-26T00:00:00Z,09,697,6375,177679,177679,7072,177679,41,0,a4d54ea25a54aa5e303b8360778f65549f0b5710,0,0,0,0,0,
20200518,CO,21938,106557,,650,3872,,,,,3346,A,5/16/2020 00:00,2020-05-16T00:00:00Z,05/15 20:00,1215,3872,2020-05-26T00:00:00Z,08,305,2642,128495,128495,2947,128495,23,6,847d8b201067f89cc975c416012fa449be89348d,0,0,0,0,0,
20200518,CA,80430,1212242,,4391,,1325,,,,,B,5/17/2020 00:00,2020-05-17T00:00:00Z,05/16 20:00,3302,,2020-05-26T00:00:00Z,06,1591,55838,1292672,1292672,57429,1292672,41,0,e607aefd41bf89746ea10d4199c49e2b86c3e8b9,0,0,0,0,0,
20200518,AZ,14170,142303,,820,1717,329,,200,,3570,A+,5/18/2020 00:00,2020-05-18T00:00:00Z,05/17 20:00,686,1717,2020-05-26T00:00:00Z,04,233,4479,156473,156473,4712,156473,6,18,accd1628a4782e1b179d359285ae15a0813bf149,0,0,0,0,0,
20200518,AS,0,105,,,,,,,,,C,5/10/2020 00:00,2020-05-10T00:00:00Z,05/09 20:00,0,,2020-05-26T00:00:00Z,60,0,0,105,105,0,105,0,0,232aabd7b274d0dfeebb55ac4b973840b9a94989,0,0,0,0,0,
