date,state,positive,negative,pending,totalTestResultsSource,totalTestResults,totalTestResultsIncrease,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200930,MN,99134,1315567,,NaN,2030167,12817,340,7701,120,2146,,,89392,A,9/29/2020 17:00,2020-09-29T17:00:00Z,09/29 13:00,2089,7701,2020-09-29T17:00:00Z,,,,99134,2036,53,2030167,1414701,,,,,,,,,,,27,687,7436,1414701,1414701,17,68,f6e48d475a0b9a160c30560a00d94903f81f2594,0,0,0,0,0,
20200930,MO,126113,1178272,,NaN,1304385,1351,1137,,,,,,,B,9/30/2020 00:00,2020-09-30T00:00:00Z,09/29 20:00,2118,,2020-09-30T00:00:00Z,1847369,143886,1700102,126113,,,,1302958,77904,3747,74027,75327,3618,71709,,,11328,3057,29,1351,0,1304385,1304385,32,0,6669d1e9da820353d690323b11b6e8e87e1b0a99,0,0,0,0,0,
20200930,MP,70,15112,,NaN,15182,336,,4,,,,,29,D,9/30/2020 00:00,2020-09-30T00:00:00Z,09/29 20:00,2,4,2020-09-30T00:00:00Z,20419,,,70,2,,,15182,,,,,,,,,,,69,0,336,15182,15182,0,0,406f657890d937acbb99d55ac45f7a22a1f98051,0,0,0,0,0,
20200930,MS,98190,638843,,NaN,737033,552,556,5844,136,,71,,89737,A+,9/29/2020 00:00,2020-09-29T00:00:00Z,09/28 20:00,2969,5844,2020-09-29T00:00:00Z,728519,,,90462,2729,240,,,38720,95,,,,,,,55946,,28,552,0,737033,737033,12,0,2fc4aaa9895ac8d675b94319eeaf9e0a17d57426,0,0,0,0,0,
20200930,MT,13071,330087,,NaN,343158,3232,170,717,,,,,9256,C,9/30/2020 01:59,2020-09-30T01:59:00Z,09/29 21:59,180,717,2020-09-30T01:59:00Z,343158,,,13071,,,,,,,,,,,,,,,30,347,2885,343158,343158,3,8,9699be35c52fe97bf25891ea405b387dc7a7124f,0,0,0,0,0,
20200930,NC,210632,2824239,,NaN,3034871,15285,956,,297,,,,184422,A+,9/30/2020 12:00,2020-09-30T12:00:00Z,09/30 08:00,3532,,2020-09-30T12:00:00Z,3029942,,,205703,3505,27,,,,,,,,,,,2337,,37,1495,13790,3034871,3034871,38,0,034366d36a50a37a93e4d232d0cd36eabf78a06c,0,0,0,0,0,
20200930,ND,21846,219646,,NaN,613487,5102,89,859,18,210,,,17938,B,9/30/2020 01:59,2020-09-30T01:59:00Z,09/29 21:59,191,859,2020-09-30T01:59:00Z,636374,,,21846,188,3,613487,241484,9578,427,9151,,,,,,,,38,445,1199,241492,241492,6,11,bbdb031c9aafee73ee3a0d85e718d6457866d123,0,0,0,0,0,
20200930,NE,45044,410594,,NaN,455638,3081,215,2315,,,,,33198,A,9/29/2020 20:30,2020-09-29T20:30:00Z,09/29 16:30,478,2315,2020-09-29T20:30:00Z,618352,,,45044,,,,455943,,,,,,,,,,,31,466,2615,455638,455638,6,14,922a65ce984a8266b06bbae8cafb05f95a51089b,0,0,0,0,0,
20200930,NH,8233,261971,,NaN,438972,0,13,738,,234,,,7463,B,9/29/2020 09:00,2020-09-29T09:00:00Z,09/29 05:00,439,738,2020-09-29T09:00:00Z,438972,,,8233,,,,270204,31793,,,31078,,,,,,,33,0,0,270204,270204,0,0,b43c4ca6d1701eab19e9bf2101c4c56aadd83c81,0,0,0,0,0,
20200930,NJ,205275,3407757,,NaN,3613032,46272,479,23439,108,,39,,34859,A+,9/30/2020 00:00,2020-09-30T00:00:00Z,09/29 20:00,16126,23439,2020-09-30T00:00:00Z,3613032,,,205275,14335,1791,,,,,,,,,,,,,34,712,45560,3613032,3613032,9,60,d74def959293d73c57b681b7dae31fbf90bc2f6a,0,0,0,0,0,
20200930,NM,29157,885829,,NaN,914986,5481,80,3475,,,,,16565,C,9/29/2020 17:52,2020-09-29T17:52:00Z,09/29 13:52,875,3475,2020-09-29T17:52:00Z,914986,,,29157,,,,,,,,,,,,,,,35,172,5309,914986,914986,2,12,d45ad253f45d78a083ff7ad2b2e2dbecfdcd506b,0,0,0,0,0,
